,id,name,room_type_category,rate,latitude,longitude,address,neighbourhood,regionName,city,daily_price,total_price
1679,37008446,Apartamento familiar com linda vista para o mar,entire_home,"5,0",-24.05137,-46.53217,Rua Manoel Cabreira Negrete,Vilamar,Região Sudeste,Praia Grande,809,959
1680,813071885432047281,Ap a 3 quarteirões da praia em dezembro,entire_home,0,-24.00875328328553,-46.408987738168015,Avenida Marechal Maurício José Cardoso,Canto do Forte,Região Sudeste,Praia Grande,810,890
1681,16334036,casa litoral sul mongagua/temporada natal/ano novo,entire_home,0,-23.60786,-46.61044,Rua Santa Áurea,Vila Dom Pedro I,Região Sudeste,São Paulo,816,936
1682,1018609613850693995,apartamento Praia grande,entire_home,0,-24.0127159,-46.4160165,Rua Doutor Roberto Shoji,Boqueirão,Região Sudeste,Praia Grande,820,970
1683,1042213704693025171,Casa de veraneio.,entire_home,0,-23.560873303142376,-46.68613282913768,Rua Doutor Virgílio de Carvalho Pinto,Pinheiros,Região Sudeste,São Paulo,821,821
1684,1163485255356540402,Boate para  experiência única,entire_home,0,-23.536769749241042,-46.65247216760427,Rua das Palmeiras,Santa Cecília,Região Sudeste,São Paulo,822,822
1685,751184759323798014,Apartamento encantador no Jaguaré,entire_home,0,-23.5518255,-46.7463324,,Jaguaré,Região Sudeste,São Paulo,822,822
1686,1218689245705594337,Apartamento LX en Equipetrol,entire_home,0,-23.57883,-46.64499,Rua Coronel de Oscar Porto,Paraíso,Região Sudeste,São Paulo,827,1027
1687,45912808,"Mar e sossego 
Apartamento alto padrão pé na areia",entire_home,"4,5",-24.03609377304311,-46.48989231167998,Avenida Presidente Castelo Branco,Mirim,Região Sudeste,Praia Grande,827,1027
1688,1086891799683774686,"Apto 2 Dorm c/ suíte, Vista Total Mar e Wi-Fi - BM",entire_home,0,-24.04016,-46.50578,Avenida Guido Mangioca,,Região Sudeste,Praia Grande,828,978
1689,47908159,Único | Retiro ESCANDINAVO - lugar melhor de SP,entire_home,"4,98",-23.543049,-46.657242,Avenida Higienópolis,Higienópolis,Região Sudeste,São Paulo,833,983
1690,40953105,Casa da Paz,entire_home,"4,5",-23.96591,-46.34458,Rua Maranhão,Pompéia,Região Sudeste,Santos,830,1050
1691,1132516401942237567,Apto 2 Dorm | Ar condicionado e Piscina c/ Vista p,entire_home,0,-24.06163389395207,-46.5473992523201,Avenida Presidente Castelo Branco,Real,Região Sudeste,Praia Grande,836,986
1692,1157951175339769136,Vista mar| Suíte |Churrasqueira| Wi-Fi e AC - G024,entire_home,0,-24.01251000413537,-46.42564628579446,Rua México,Guilhermina,Região Sudeste,Praia Grande,836,986
1693,1048538832572820797,Casa a 300 metros da Praia,entire_home,0,-24.051317049619836,-46.53939859566229,Avenida Presidente Kennedy,Vilamar,Região Sudeste,Praia Grande,834,1084
1694,1026121910412492097,VO43 Apartamento luxuoso na Vila Olímpia,entire_home,"4,92",-23.59881,-46.67854,Rua Casa do Ator,Vila Olímpia,Região Sudeste,São Paulo,854,1169
1695,1068299895866862573,Date love parada inglesa,entire_home,0,-23.487616193791123,-46.60394757986069,Rua Dona Gabriela,Parada Inglesa,Região Sudeste,São Paulo,897,947
1696,762175041142341568,Apartamento com piscina,entire_home,0,-24.0331,-46.48637,Rua Osmar Antonioli,Mirim,Região Sudeste,Praia Grande,895,895
1697,1152192608100670111,Ninety Flat,entire_home,0,-23.568253481012828,-46.64865979328937,Avenida Paulista,Paraíso,Região Sudeste,São Paulo,907,907
1698,1192936198448302659,Maravilhoso Flat na Faria Lima,entire_home,0,-23.5947624,-46.6818726,Rua Elvira Ferraz,Vila Olímpia,Região Sudeste,São Paulo,913,913
